"#","Country","ISO","Name","SEZ Present","SEZ Name","SEZ VAT Treatment","SEZ CIT Rate","Local Licensing Fee","Land Ownership Rules"
"337","Uganda","UG","Western","No","No SEZ or Industrial Park in Western Region as of 2024. Source: UIA 2024","NA","N/A. Standard 30% CIT applies. Source: Uganda Revenue Authority; UIA 2024","Annual trading licence via URSB + local council. Estimated UGX 50,000–300,000/yr. Source: URSB; Local Governments Act","Mixed freehold, customary and leasehold; foreigners 99-yr leasehold"
"338","Ivory Coast","CI","Abidjan","Yes","Zone Franche d'Abidjan (PK24, Yopougon) — CEPICI/Ministry of Industry; export processing zone. Source: CEPICI; US State Dept Côte d'Ivoire 2024","Customs duty and VAT exemptions on qualifying inputs within zone. Source: Investment Code; CEPICI","0% CIT for qualifying period (typically first 8 yrs); reduced rates thereafter. Source: CEPICI; Investment Code Loi n°2012-487; Deloitte CI 2024","Patente + registration at Centre de Promotion des Investissements en Côte d'Ivoire (CEPICI). Abidjan highest fees in CI. Estimated XOF 200,000–1,000,000/yr for mid-size enterprise. CEPICI one-stop-shop covers registration. Source: Code Général des Impôts CI; CEPICI; OHADA business law framework","Freehold-type titles in urban areas; rural land state-owned"
"339","Ivory Coast","CI","Bas-Sassandra","No","No SEZ or Free Zone in Bas-Sassandra as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. San Pédro port region; mid-range. Estimated XOF 50,000–250,000/yr. Source: CGI CI; CEPICI","State ownership of rural land; urban title possible"
"340","Ivory Coast","CI","Comoé","No","No SEZ or Free Zone in Comoé as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Estimated XOF 30,000–150,000/yr. Source: CGI CI","State ownership of rural land; agricultural restricted"
"341","Ivory Coast","CI","Denguélé","No","No SEZ or Free Zone in Denguélé as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Smaller economy. Estimated XOF 20,000–80,000/yr. Source: CGI CI","State ownership of rural land"
"342","Ivory Coast","CI","Gôh-Djiboua","No","No SEZ or Free Zone in Gôh-Djiboua as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Estimated XOF 30,000–150,000/yr. Source: CGI CI","State ownership of rural land; urban title possible"
"343","Ivory Coast","CI","Lacs","No","No SEZ or Free Zone in Lacs as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Estimated XOF 20,000–100,000/yr. Source: CGI CI","State ownership of rural land"
"344","Ivory Coast","CI","Lagunes","No","No fully-designated SEZ in Lagunes District as of 2024. Investment zones under CEPICI; partial benefits only. Source: CEPICI 2024","NA","N/A. Standard 25% CIT; investment code incentives possible. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Coastal lagoon region near Abidjan; elevated. Estimated XOF 80,000–400,000/yr. Source: CGI CI; CEPICI","State ownership of rural land; urban/coastal — formal title more common"
"345","Ivory Coast","CI","Montagnes","No","No SEZ or Free Zone in Montagnes as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Smaller economy. Estimated XOF 20,000–100,000/yr. Source: CGI CI","State ownership of rural land"
"346","Ivory Coast","CI","Sassandra-Marahoué","No","No SEZ or Free Zone in Sassandra-Marahoué as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Estimated XOF 30,000–150,000/yr. Source: CGI CI","State ownership of rural land"
"347","Ivory Coast","CI","Savanes","No","No SEZ or Free Zone in Savanes as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Northern region; lower fees. Estimated XOF 20,000–80,000/yr. Source: CGI CI","State ownership of rural land"
"348","Ivory Coast","CI","Vallée du Bandama","No","No SEZ or Free Zone in Vallée du Bandama as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Estimated XOF 30,000–150,000/yr. Source: CGI CI","State ownership of rural land"
"349","Ivory Coast","CI","Woroba","No","No SEZ or Free Zone in Woroba as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Smaller economy. Estimated XOF 20,000–80,000/yr. Source: CGI CI","State ownership of rural land"
"350","Ivory Coast","CI","Yamoussoukro","No","No SEZ or Free Zone in Yamoussoukro as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Capital district; government presence. Estimated XOF 50,000–250,000/yr. Source: CGI CI; CEPICI","State ownership of rural land; capital district"
"351","Ivory Coast","CI","Zanzan","No","No SEZ or Free Zone in Zanzan as of 2024. Source: CEPICI 2024","NA","N/A. Standard 25% CIT applies. Source: DGI Côte d'Ivoire; PwC CI 2024","Patente + RCCM. Smaller economy. Estimated XOF 20,000–80,000/yr. Source: CGI CI","State ownership of rural land"
"352","Cameroon","CM","Adamawa","No","No designated SEZ or industrial free zone in Adamawa as of 2024. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT applies. Source: DGI Cameroun; PwC Cameroon 2024","Patente + registration at Centre de Formalités de Création d'Entreprises (CFCE). Smaller economy. Estimated XAF 50,000–200,000/yr. Source: CGI Cameroun; CFCE; OHADA","Leasehold concession; state owns all land"
"353","Cameroon","CM","Centre","No","No designated SEZ in Centre Region as of 2024. Standard investment regime via APIP-Cameroun. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT applies. Source: DGI Cameroun; PwC Cameroon 2024","Patente + CFCE. Yaoundé (capital) — elevated assessed values. Estimated XAF 100,000–600,000+/yr. Source: CGI Cameroun; CFCE","Leasehold concession; urban land certificates possible"
"354","Cameroon","CM","East","No","No designated SEZ in East Region as of 2024. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT applies. Source: DGI Cameroun; PwC Cameroon 2024","Patente + CFCE. Remote; smaller economy. Estimated XAF 30,000–150,000/yr. Source: CGI Cameroun","Leasehold concession"
"355","Cameroon","CM","Far North","No","No designated SEZ in Far North as of 2024. Conflict/security-affected. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT applies. Source: DGI Cameroun; PwC Cameroon 2024","Patente + CFCE. Conflict/security-affected. Lower commercial activity. Estimated XAF 20,000–100,000/yr. Source: CGI Cameroun","Leasehold concession"
"356","Cameroon","CM","Littoral","Yes","Douala Industrial Zone — investment zone under APIP-Cameroun framework. Douala Free Zone proposed but not yet fully gazetted as of 2024. Source: APIP; US State Dept Cameroon 2024","Partial customs relief for qualifying industrial investments. Source: Investment Charter Loi n°2002/004","Investment Charter tax holidays for qualifying projects (5–10 yrs). Standard 33% CIT otherwise. Source: Investment Charter Loi n°2002/004; APIP","Patente + CFCE. Douala (commercial capital) — highest in Cameroon. Estimated XAF 150,000–800,000+/yr for general commercial. Source: CGI Cameroun; CFCE; World Bank Enterprise Survey Cameroon","Leasehold concession; Douala most active commercial market"
"357","Cameroon","CM","North","No","No designated SEZ in North Region as of 2024. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT applies. Source: DGI Cameroun; PwC Cameroon 2024","Patente + CFCE. Smaller economy. Estimated XAF 30,000–150,000/yr. Source: CGI Cameroun","Leasehold concession"
"358","Cameroon","CM","North West","No","No designated SEZ in North West as of 2024. Anglophone crisis — significant business disruption. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT; enforcement disrupted by Anglophone conflict. Source: DGI Cameroun; US State Dept 2024","Patente + CFCE. Anglophone crisis — significant business disruption, fees may not be enforceable in conflict-affected areas. Estimated XAF 30,000–150,000/yr notionally. Source: CGI Cameroun; US State Dept 2024","Leasehold concession; ongoing Anglophone conflict"
"359","Cameroon","CM","South","Yes","Kribi Industrial Port Zone (South Region) — gazetted investment zone; anchor for SEZ framework. Source: US State Dept Cameroon 2024; APIP; World Bank Enterprise Survey Cameroon","Customs relief on qualifying inputs under investment zone framework. Source: Investment Charter Loi n°2002/004","Investment Charter tax holiday for qualifying projects. Standard 33% CIT otherwise. Source: Investment Charter; DGI Cameroun","Patente + CFCE. Smaller economy. Estimated XAF 30,000–150,000/yr. Source: CGI Cameroun","Leasehold concession"
"360","Cameroon","CM","South West","No","No designated SEZ in South West as of 2024. Anglophone crisis — significant business disruption. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT; enforcement disrupted by Anglophone conflict. Source: DGI Cameroun; US State Dept 2024","Patente + CFCE. Anglophone crisis — significant business disruption. Estimated XAF 30,000–150,000/yr notionally. Source: CGI Cameroun; US State Dept 2024","Leasehold concession; ongoing Anglophone conflict"
"361","Cameroon","CM","West","No","No designated SEZ in West Region as of 2024. Source: APIP; US State Dept 2024","NA","N/A. Standard 33% CIT applies. Source: DGI Cameroun; PwC Cameroon 2024","Patente + CFCE. Bafoussam commercial hub. Estimated XAF 50,000–250,000/yr. Source: CGI Cameroun","Leasehold concession"
"362","DR Congo","CD","Bas-Uélé","No","No designated SEZ in Bas-Uélé as of 2024. Source: ANAPI; US State Dept DRC 2024","NA","N/A. Standard 30% CIT applies. Enforcement often weak. Source: ANAPI; US State Dept DRC 2024","Annual operating licence via Agence Nationale pour la Promotion des Investissements (ANAPI) + provincial authority. Remote; minimal commercial infrastructure. Estimated USD 100–500/yr notionally. Data confidence low. Source: Code des Investissements DRC; ANAPI","State ownership — leasehold/concession only; enforcement weak"
"363","DR Congo","CD","Équateur","No","No designated SEZ in Équateur as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Remote; estimated USD 100–500/yr. Data confidence low. Source: ANAPI","State ownership — leasehold/concession only"
"364","DR Congo","CD","Haut-Katanga","Yes","Lubumbashi Investment Zone — mining investment zone under DRC Investment Code; ANAPI-facilitated. Not a formally gazetted SEZ under international standards. Source: ANAPI; US State Dept DRC 2024","Investment code customs relief for qualifying mining/industrial projects. Source: Code des Investissements DRC","Investment code CIT exemption for qualifying period; standard 30% CIT. Enforcement limited. Source: ANAPI; World Bank DRC 2024","Annual licence via ANAPI + Lubumbashi provincial authority. Major mining hub; fees elevated by sector complexity. Estimated USD 300–2,000/yr for general commercial. Source: ANAPI; US State Dept 2024; World Bank Enterprise Survey DRC","State ownership; major mining investment area (Lubumbashi)"
"365","DR Congo","CD","Haut-Lomami","No","No designated SEZ in Haut-Lomami as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–500/yr. Data confidence low. Source: ANAPI","State ownership — leasehold/concession only"
"366","DR Congo","CD","Haut-Uélé","No","No designated SEZ in Haut-Uélé as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Remote mining area. Estimated USD 100–500/yr. Source: ANAPI","State ownership — leasehold/concession only"
"367","DR Congo","CD","Ituri","No","No designated SEZ in Ituri as of 2024. Conflict-affected. Source: ANAPI 2024","NA","N/A. Standard 30% CIT; enforcement non-functional in conflict zones. Source: ANAPI","Annual licence via ANAPI + provincial authority. Conflict-affected; enforcement irregular. Data confidence very low. Source: ANAPI","State ownership — leasehold/concession; conflict-affected"
"368","DR Congo","CD","Kasaï","No","No designated SEZ in Kasaï as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–400/yr. Source: ANAPI","State ownership — leasehold/concession only"
"369","DR Congo","CD","Kasaï-Central","No","No designated SEZ in Kasaï-Central as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–400/yr. Source: ANAPI","State ownership — leasehold/concession only"
"370","DR Congo","CD","Kasaï-Oriental","No","No designated SEZ in Kasaï-Oriental as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–500/yr. Source: ANAPI","State ownership — leasehold/concession only"
"371","DR Congo","CD","Kinshasa","Yes","Maluku Industrial Zone (Kinshasa) — DRC government / ANAPI investment zone; under development. Not a formally gazetted SEZ under international standards as of 2024. Source: ANAPI; US State Dept DRC 2024","No formal customs/VAT SEZ regime in Maluku as of 2024. Standard investment law applies. Source: Code des Investissements DRC; ANAPI","Investment code tax incentives for qualifying projects; enforcement very limited. Standard 30% CIT otherwise. Source: Code des Investissements DRC; ANAPI; World Bank DRC","Annual licence via ANAPI + Kinshasa provincial authority. Capital; highest commercial activity and fees. Estimated USD 300–3,000+/yr for general commercial. Informal fees common. Source: ANAPI; US State Dept 2024; World Bank Enterprise Survey DRC","State ownership — leasehold/concession; most active real estate market"
"372","DR Congo","CD","Kongo Central","Yes","Matadi Port Investment Zone — investment zone under DRC Investment Code. Not a formal SEZ. Source: ANAPI","Investment code customs relief for qualifying projects. Source: Code des Investissements DRC","Standard 30% CIT; investment code incentives possible. Source: ANAPI","Annual licence via ANAPI + provincial authority. Matadi port access. Estimated USD 200–800/yr. Source: ANAPI","State ownership — leasehold/concession"
"373","DR Congo","CD","Kwango","No","No designated SEZ in Kwango as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–400/yr. Source: ANAPI","State ownership — leasehold/concession only"
"374","DR Congo","CD","Kwilu","No","No designated SEZ in Kwilu as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–400/yr. Source: ANAPI","State ownership — leasehold/concession only"
"375","DR Congo","CD","Lomami","No","No designated SEZ in Lomami as of 2024. Source: ANAPI 2024","NA","N/A. Standard 30% CIT applies. Enforcement weak. Source: ANAPI","Annual licence via ANAPI + provincial authority. Estimated USD 100–400/yr. Source: ANAPI","State ownership — leasehold/concession only"
